Capitales de provincia	Tipo de dato	Periodo	Total
17079 Girona	Variación absoluta	1998	1.282
17079 Girona	Variación relativa	2020	1,49
17079 Girona	Variación relativa	2019	1,58
17079 Girona	Variación relativa	2018	1,27
17079 Girona	Variación relativa	2017	0,77
17079 Girona	Variación relativa	2016	0,69
17079 Girona	Variación relativa	2015	0,37
17079 Girona	Variación relativa	2014	-0,07
17079 Girona	Variación relativa	2013	0,10
17079 Girona	Variación relativa	2012	0,49
17079 Girona	Variación relativa	2011	0,51
17079 Girona	Variación relativa	2010	0,05
17079 Girona	Variación relativa	2009	1,80
17079 Girona	Variación relativa	2008	2,49
17079 Girona	Variación relativa	2007	2,55
17079 Girona	Variación relativa	2006	3,71
17079 Girona	Variación relativa	2005	3,76
17079 Girona	Variación relativa	2004	2,85
17079 Girona	Variación relativa	2003	4,83
17079 Girona	Variación relativa	2002	2,95
17079 Girona	Variación relativa	2001	2,20
17079 Girona	Variación relativa	2000	1,31
17079 Girona	Variación relativa	1999	1,15
17079 Girona	Variación relativa	1998	1,82
18087 Granada	Personas	2020	233.648
18087 Granada	Personas	2019	232.462
18087 Granada	Personas	2018	232.208
18087 Granada	Personas	2017	232.770
18087 Granada	Personas	2016	234.758
18087 Granada	Personas	2015	235.800
18087 Granada	Personas	2014	237.540
18087 Granada	Personas	2013	237.818
18087 Granada	Personas	2012	239.017
18087 Granada	Personas	2011	240.099
18087 Granada	Personas	2010	239.154
18087 Granada	Personas	2009	234.325
18087 Granada	Personas	2008	236.988
18087 Granada	Personas	2007	236.207
18087 Granada	Personas	2006	237.929
18087 Granada	Personas	2005	236.982
18087 Granada	Personas	2004	238.292
18087 Granada	Personas	2003	237.663
18087 Granada	Personas	2002	240.522
18087 Granada	Personas	2001	243.341
18087 Granada	Personas	2000	244.486
18087 Granada	Personas	1999	244.767
18087 Granada	Personas	1998	241.471
18087 Granada	Variación absoluta	2020	1.186
18087 Granada	Variación absoluta	2019	254
18087 Granada	Variación absoluta	2018	-562
18087 Granada	Variación absoluta	2017	-1.988
18087 Granada	Variación absoluta	2016	-1.042
18087 Granada	Variación absoluta	2015	-1.740
18087 Granada	Variación absoluta	2014	-278
18087 Granada	Variación absoluta	2013	-1.199
18087 Granada	Variación absoluta	2012	-1.082
18087 Granada	Variación absoluta	2011	945
18087 Granada	Variación absoluta	2010	4.829
18087 Granada	Variación absoluta	2009	-2.663
18087 Granada	Variación absoluta	2008	781
18087 Granada	Variación absoluta	2007	-1.722
18087 Granada	Variación absoluta	2006	947
18087 Granada	Variación absoluta	2005	-1.310
18087 Granada	Variación absoluta	2004	629
18087 Granada	Variación absoluta	2003	-2.859
18087 Granada	Variación absoluta	2002	-2.819
18087 Granada	Variación absoluta	2001	-1.145
18087 Granada	Variación absoluta	2000	-281
18087 Granada	Variación absoluta	1999	3.296
18087 Granada	Variación absoluta	1998	-4.169
18087 Granada	Variación relativa	2020	0,51
18087 Granada	Variación relativa	2019	0,11
18087 Granada	Variación relativa	2018	-0,24
18087 Granada	Variación relativa	2017	-0,85
18087 Granada	Variación relativa	2016	-0,44
18087 Granada	Variación relativa	2015	-0,73
18087 Granada	Variación relativa	2014	-0,12
18087 Granada	Variación relativa	2013	-0,50
18087 Granada	Variación relativa	2012	-0,45
18087 Granada	Variación relativa	2011	0,40
18087 Granada	Variación relativa	2010	2,06
18087 Granada	Variación relativa	2009	-1,12
18087 Granada	Variación relativa	2008	0,33
18087 Granada	Variación relativa	2007	-0,72
18087 Granada	Variación relativa	2006	0,40
18087 Granada	Variación relativa	2005	-0,55
18087 Granada	Variación relativa	2004	0,26
18087 Granada	Variación relativa	2003	-1,19
18087 Granada	Variación relativa	2002	-1,16
18087 Granada	Variación relativa	2001	-0,47
18087 Granada	Variación relativa	2000	-0,11
18087 Granada	Variación relativa	1999	1,36
18087 Granada	Variación relativa	1998	-1,70
19130 Guadalajara	Personas	2020	87.484
19130 Guadalajara	Personas	2019	85.871
19130 Guadalajara	Personas	2018	84.910
19130 Guadalajara	Personas	2017	84.145
19130 Guadalajara	Personas	2016	83.633
19130 Guadalajara	Personas	2015	83.391
19130 Guadalajara	Personas	2014	83.720
19130 Guadalajara	Personas	2013	84.504
19130 Guadalajara	Personas	2012	84.803
19130 Guadalajara	Personas	2011	84.453
19130 Guadalajara	Personas	2010	83.789
19130 Guadalajara	Personas	2009	83.039
19130 Guadalajara	Personas	2008	81.221
19130 Guadalajara	Personas	2007	77.925
19130 Guadalajara	Personas	2006	75.493
19130 Guadalajara	Personas	2005	73.719
19130 Guadalajara	Personas	2004	71.815
19130 Guadalajara	Personas	2003	70.732
19130 Guadalajara	Personas	2002	69.098
19130 Guadalajara	Personas	2001	67.640
19130 Guadalajara	Personas	2000	66.103
19130 Guadalajara	Personas	1999	69.959
19130 Guadalajara	Personas	1998	68.721
19130 Guadalajara	Variación absoluta	2020	1.613
19130 Guadalajara	Variación absoluta	2019	961
19130 Guadalajara	Variación absoluta	2018	765
19130 Guadalajara	Variación absoluta	2017	512
19130 Guadalajara	Variación absoluta	2016	242
19130 Guadalajara	Variación absoluta	2015	-329
19130 Guadalajara	Variación absoluta	2014	-784
19130 Guadalajara	Variación absoluta	2013	-299
19130 Guadalajara	Variación absoluta	2012	350
19130 Guadalajara	Variación absoluta	2011	664
19130 Guadalajara	Variación absoluta	2010	750
19130 Guadalajara	Variación absoluta	2009	1.818
19130 Guadalajara	Variación absoluta	2008	3.296
19130 Guadalajara	Variación absoluta	2007	2.432
19130 Guadalajara	Variación absoluta	2006	1.774
19130 Guadalajara	Variación absoluta	2005	1.904
19130 Guadalajara	Variación absoluta	2004	1.083
19130 Guadalajara	Variación absoluta	2003	1.634
19130 Guadalajara	Variación absoluta	2002	1.458
19130 Guadalajara	Variación absoluta	2001	1.537
19130 Guadalajara	Variación absoluta	2000	-3.856
19130 Guadalajara	Variación absoluta	1999	1.238
19130 Guadalajara	Variación absoluta	1998	1.613
19130 Guadalajara	Variación relativa	2020	1,88
19130 Guadalajara	Variación relativa	2019	1,13
19130 Guadalajara	Variación relativa	2018	0,91
19130 Guadalajara	Variación relativa	2017	0,61
19130 Guadalajara	Variación relativa	2016	0,29
19130 Guadalajara	Variación relativa	2015	-0,39
19130 Guadalajara	Variación relativa	2014	-0,93
19130 Guadalajara	Variación relativa	2013	-0,35
19130 Guadalajara	Variación relativa	2012	0,41
19130 Guadalajara	Variación relativa	2011	0,79
19130 Guadalajara	Variación relativa	2010	0,90
19130 Guadalajara	Variación relativa	2009	2,24
19130 Guadalajara	Variación relativa	2008	4,23
19130 Guadalajara	Variación relativa	2007	3,22
19130 Guadalajara	Variación relativa	2006	2,41
19130 Guadalajara	Variación relativa	2005	2,65
19130 Guadalajara	Variación relativa	2004	1,53
19130 Guadalajara	Variación relativa	2003	2,36
19130 Guadalajara	Variación relativa	2002	2,16
19130 Guadalajara	Variación relativa	2001	2,33
19130 Guadalajara	Variación relativa	2000	-5,51
19130 Guadalajara	Variación relativa	1999	1,80
19130 Guadalajara	Variación relativa	1998	2,40
21041 Huelva	Personas	2020	143.837
21041 Huelva	Personas	2019	143.663
21041 Huelva	Personas	2018	144.258
21041 Huelva	Personas	2017	145.115
21041 Huelva	Personas	2016	145.468
21041 Huelva	Personas	2015	146.318
21041 Huelva	Personas	2014	147.212
21041 Huelva	Personas	2013	148.101
21041 Huelva	Personas	2012	148.568
21041 Huelva	Personas	2011	148.918
21041 Huelva	Personas	2010	149.310
21041 Huelva	Personas	2009	148.806
21041 Huelva	Personas	2008	148.027
21041 Huelva	Personas	2007	146.173
21041 Huelva	Personas	2006	145.763
21041 Huelva	Personas	2005	145.150
21041 Huelva	Personas	2004	144.369
21041 Huelva	Personas	2003	144.831
21041 Huelva	Personas	2002	140.862
21041 Huelva	Personas	2001	141.334
21041 Huelva	Personas	2000	140.985
21041 Huelva	Personas	1999	140.583
21041 Huelva	Personas	1998	139.991
21041 Huelva	Variación absoluta	2020	174
21041 Huelva	Variación absoluta	2019	-595
21041 Huelva	Variación absoluta	2018	-857
21041 Huelva	Variación absoluta	2017	-353
21041 Huelva	Variación absoluta	2016	-850
21041 Huelva	Variación absoluta	2015	-894
21041 Huelva	Variación absoluta	2014	-889
21041 Huelva	Variación absoluta	2013	-467
21041 Huelva	Variación absoluta	2012	-350
21041 Huelva	Variación absoluta	2011	679
21041 Huelva	Variación absoluta	2010	504
21041 Huelva	Variación absoluta	2009	779
21041 Huelva	Variación absoluta	2008	1.854
21041 Huelva	Variación absoluta	2007	410
21041 Huelva	Variación absoluta	2006	613
21041 Huelva	Variación absoluta	2005	781
21041 Huelva	Variación absoluta	2004	-462
21041 Huelva	Variación absoluta	2003	3.969
21041 Huelva	Variación absoluta	2002	-472
21041 Huelva	Variación absoluta	2001	349
21041 Huelva	Variación absoluta	2000	402
21041 Huelva	Variación absoluta	1999	592
21041 Huelva	Variación absoluta	1998	-684
21041 Huelva	Variación relativa	2020	0,12
21041 Huelva	Variación relativa	2019	-0,41
21041 Huelva	Variación relativa	2018	-0,59
21041 Huelva	Variación relativa	2017	-0,24
21041 Huelva	Variación relativa	2016	-0,58
21041 Huelva	Variación relativa	2015	-0,61
21041 Huelva	Variación relativa	2014	-0,60
21041 Huelva	Variación relativa	2013	-0,31
21041 Huelva	Variación relativa	2012	-0,24
21041 Huelva	Variación relativa	2011	0,37
21041 Huelva	Variación relativa	2010	0,34
21041 Huelva	Variación relativa	2009	0,53
21041 Huelva	Variación relativa	2008	1,27
21041 Huelva	Variación relativa	2007	0,28
21041 Huelva	Variación relativa	2006	0,42
21041 Huelva	Variación relativa	2005	0,54
21041 Huelva	Variación relativa	2004	-0,32
21041 Huelva	Variación relativa	2003	2,82
21041 Huelva	Variación relativa	2002	-0,33
21041 Huelva	Variación relativa	2001	0,25
21041 Huelva	Variación relativa	2000	0,29
21041 Huelva	Variación relativa	1999	0,42
21041 Huelva	Variación relativa	1998	-0,49
22125 Huesca	Personas	2020	53.956
22125 Huesca	Personas	2019	53.132
22125 Huesca	Personas	2018	52.463
22125 Huesca	Personas	2017	52.223
22125 Huesca	Personas	2016	52.282
22125 Huesca	Personas	2015	52.239
22125 Huesca	Personas	2014	52.555
22125 Huesca	Personas	2013	52.418
22125 Huesca	Personas	2012	52.296
22125 Huesca	Personas	2011	52.443
22125 Huesca	Personas	2010	52.347
22125 Huesca	Personas	2009	52.059
22125 Huesca	Personas	2008	51.117
22125 Huesca	Personas	2007	49.819
22125 Huesca	Personas	2006	49.312
22125 Huesca	Personas	2005	48.530
22125 Huesca	Personas	2004	47.923
22125 Huesca	Personas	2003	47.609
22125 Huesca	Personas	2002	46.462
22125 Huesca	Personas	2001	45.874
22125 Huesca	Personas	2000	45.653
22125 Huesca	Personas	1999	45.627
22125 Huesca	Personas	1998	45.485
22125 Huesca	Variación absoluta	2020	824
22125 Huesca	Variación absoluta	2019	669
22125 Huesca	Variación absoluta	2018	240
22125 Huesca	Variación absoluta	2017	-59
22125 Huesca	Variación absoluta	2016	43
22125 Huesca	Variación absoluta	2015	-316
22125 Huesca	Variación absoluta	2014	137
22125 Huesca	Variación absoluta	2013	122
22125 Huesca	Variación absoluta	2012	-147
22125 Huesca	Variación absoluta	2011	-392
22125 Huesca	Variación absoluta	2010	288
22125 Huesca	Variación absoluta	2009	942
22125 Huesca	Variación absoluta	2008	1.298
22125 Huesca	Variación absoluta	2007	507
22125 Huesca	Variación absoluta	2006	782
22125 Huesca	Variación absoluta	2005	607
22125 Huesca	Variación absoluta	2004	314
22125 Huesca	Variación absoluta	2003	1.147
22125 Huesca	Variación absoluta	2002	588
22125 Huesca	Variación absoluta	2001	221
22125 Huesca	Variación absoluta	2000	26
22125 Huesca	Variación absoluta	1999	142
22125 Huesca	Variación absoluta	1998	-122
22125 Huesca	Variación relativa	2020	1,55
22125 Huesca	Variación relativa	2019	1,28
22125 Huesca	Variación relativa	2018	0,46
22125 Huesca	Variación relativa	2017	-0,11
22125 Huesca	Variación relativa	2016	0,08
22125 Huesca	Variación relativa	2015	-0,60
22125 Huesca	Variación relativa	2014	0,26
22125 Huesca	Variación relativa	2013	0,23
22125 Huesca	Variación relativa	2012	-0,28
22125 Huesca	Variación relativa	2011	-0,26
22125 Huesca	Variación relativa	2010	0,55
22125 Huesca	Variación relativa	2009	1,84
22125 Huesca	Variación relativa	2008	2,61
22125 Huesca	Variación relativa	2007	1,03
22125 Huesca	Variación relativa	2006	1,61
22125 Huesca	Variación relativa	2005	1,27
22125 Huesca	Variación relativa	2004	0,66
22125 Huesca	Variación relativa	2003	2,47
22125 Huesca	Variación relativa	2002	1,28
22125 Huesca	Variación relativa	2001	0,48
22125 Huesca	Variación relativa	2000	0,06
22125 Huesca	Variación relativa	1999	0,31
22125 Huesca	Variación relativa	1998	-0,27
23050 Jaén	Personas	2020	112.757
23050 Jaén	Personas	2019	112.999
23050 Jaén	Personas	2018	113.457
23050 Jaén	Personas	2017	114.238
23050 Jaén	Personas	2016	114.658
23050 Jaén	Personas	2015	115.395
23050 Jaén	Personas	2014	115.837
23050 Jaén	Personas	2013	116.176
23050 Jaén	Personas	2012	116.731
23050 Jaén	Personas	2011	116.781
23050 Jaén	Personas	2010	116.790
23050 Jaén	Personas	2009	116.557
23050 Jaén	Personas	2008	116.417
23050 Jaén	Personas	2007	116.393
23050 Jaén	Personas	2006	116.769
23050 Jaén	Personas	2005	116.540
23050 Jaén	Personas	2004	115.917
23050 Jaén	Personas	2003	115.638
23050 Jaén	Personas	2002	112.921
23050 Jaén	Personas	2001	111.406
23050 Jaén	Personas	2000	110.781
23050 Jaén	Personas	1999	109.247
23050 Jaén	Personas	1998	107.184
23050 Jaén	Variación absoluta	2020	-242
23050 Jaén	Variación absoluta	2019	-458
23050 Jaén	Variación absoluta	2018	-781
23050 Jaén	Variación absoluta	2017	-420
23050 Jaén	Variación absoluta	2016	-737
23050 Jaén	Variación absoluta	2015	-442
23050 Jaén	Variación absoluta	2014	-339
23050 Jaén	Variación absoluta	2013	-555
23050 Jaén	Variación absoluta	2012	-50
23050 Jaén	Variación absoluta	2011	96
23050 Jaén	Variación absoluta	2010	233
23050 Jaén	Variación absoluta	2009	140
23050 Jaén	Variación absoluta	2008	24
23050 Jaén	Variación absoluta	2007	-376
23050 Jaén	Variación absoluta	2006	229
23050 Jaén	Variación absoluta	2005	623
23050 Jaén	Variación absoluta	2004	279
23050 Jaén	Variación absoluta	2003	2.717
23050 Jaén	Variación absoluta	2002	1.515
23050 Jaén	Variación absoluta	2001	625
23050 Jaén	Variación absoluta	2000	1.534
23050 Jaén	Variación absoluta	1999	2.063
23050 Jaén	Variación absoluta	1998	2.408
23050 Jaén	Variación relativa	2020	-0,21
23050 Jaén	Variación relativa	2019	-0,40
23050 Jaén	Variación relativa	2018	-0,68
23050 Jaén	Variación relativa	2017	-0,37
23050 Jaén	Variación relativa	2016	-0,64
23050 Jaén	Variación relativa	2015	-0,38
23050 Jaén	Variación relativa	2014	-0,29
23050 Jaén	Variación relativa	2013	-0,48
23050 Jaén	Variación relativa	2012	-0,04
23050 Jaén	Variación relativa	2011	0,18
23050 Jaén	Variación relativa	2010	0,20
23050 Jaén	Variación relativa	2009	0,12
23050 Jaén	Variación relativa	2008	0,02
23050 Jaén	Variación relativa	2007	-0,32
23050 Jaén	Variación relativa	2006	0,20
23050 Jaén	Variación relativa	2005	0,54
23050 Jaén	Variación relativa	2004	0,24
23050 Jaén	Variación relativa	2003	2,41
23050 Jaén	Variación relativa	2002	1,36
23050 Jaén	Variación relativa	2001	0,56
23050 Jaén	Variación relativa	2000	1,40
23050 Jaén	Variación relativa	1999	1,92
23050 Jaén	Variación relativa	1998	2,30
24089 León	Personas	2020	124.028
24089 León	Personas	2019	124.303
24089 León	Personas	2018	124.772
24089 León	Personas	2017	125.317
24089 León	Personas	2016	126.192
24089 León	Personas	2015	127.817
24089 León	Personas	2014	129.551
24089 León	Personas	2013	130.601
24089 León	Personas	2012	131.680
24089 León	Personas	2011	132.744
24089 León	Personas	2010	134.012
24089 León	Personas	2009	134.305
24089 León	Personas	2008	135.119
24089 León	Personas	2007	135.059
24089 León	Personas	2006	136.985
24089 León	Personas	2005	136.414
24089 León	Personas	2004	135.789
24089 León	Personas	2003	135.634
24089 León	Personas	2002	135.794
24089 León	Personas	2001	137.384
24089 León	Personas	2000	138.006
24089 León	Personas	1999	139.809
24089 León	Personas	1998	139.809
24089 León	Variación absoluta	2020	-275
24089 León	Variación absoluta	2019	-469
24089 León	Variación absoluta	2018	-545
24089 León	Variación absoluta	2017	-875
24089 León	Variación absoluta	2016	-1.625
24089 León	Variación absoluta	2015	-1.734
24089 León	Variación absoluta	2014	-1.050
24089 León	Variación absoluta	2013	-1.079
24089 León	Variación absoluta	2012	-1.064
24089 León	Variación absoluta	2011	-9
24089 León	Variación absoluta	2010	-293
24089 León	Variación absoluta	2009	-814
24089 León	Variación absoluta	2008	60
24089 León	Variación absoluta	2007	-1.926
24089 León	Variación absoluta	2006	571
24089 León	Variación absoluta	2005	625
24089 León	Variación absoluta	2004	155
24089 León	Variación absoluta	2003	-160
24089 León	Variación absoluta	2002	-1.590
24089 León	Variación absoluta	2001	-622
24089 León	Variación absoluta	2000	-1.803
24089 León	Variación absoluta	1999	0
24089 León	Variación absoluta	1998	-5.433
24089 León	Variación relativa	2020	-0,22
24089 León	Variación relativa	2019	-0,38
24089 León	Variación relativa	2018	-0,43
24089 León	Variación relativa	2017	-0,69
24089 León	Variación relativa	2016	-1,27
24089 León	Variación relativa	2015	-1,34
24089 León	Variación relativa	2014	-0,80
24089 León	Variación relativa	2013	-0,82
24089 León	Variación relativa	2012	-0,80
24089 León	Variación relativa	2011	-0,01
24089 León	Variación relativa	2010	-0,22
24089 León	Variación relativa	2009	-0,60
24089 León	Variación relativa	2008	0,04
24089 León	Variación relativa	2007	-1,41
24089 León	Variación relativa	2006	0,42
24089 León	Variación relativa	2005	0,46
24089 León	Variación relativa	2004	0,11
24089 León	Variación relativa	2003	-0,12
24089 León	Variación relativa	2002	-1,16
24089 León	Variación relativa	2001	-0,45
24089 León	Variación relativa	2000	-1,29
24089 León	Variación relativa	1999	0,00
24089 León	Variación relativa	1998	-3,74
25120 Lleida	Personas	2020	140.403
25120 Lleida	Personas	2019	138.956
25120 Lleida	Personas	2018	137.856
25120 Lleida	Personas	2017	137.327
25120 Lleida	Personas	2016	138.144
25120 Lleida	Personas	2015	138.542
25120 Lleida	Personas	2014	139.176
25120 Lleida	Personas	2013	139.809
25120 Lleida	Personas	2012	139.834
25120 Lleida	Personas	2011	138.416
25120 Lleida	Personas	2010	137.387
25120 Lleida	Personas	2009	135.919
25120 Lleida	Personas	2008	131.731
25120 Lleida	Personas	2007	127.314
25120 Lleida	Personas	2006	125.677
25120 Lleida	Personas	2005	124.709
25120 Lleida	Personas	2004	119.935
25120 Lleida	Personas	2003	118.035
25120 Lleida	Personas	2002	115.000
25120 Lleida	Personas	2001	113.040
25120 Lleida	Personas	2000	112.194
25120 Lleida	Personas	1999	112.207
25120 Lleida	Personas	1998	112.207
25120 Lleida	Variación absoluta	2020	1.447
25120 Lleida	Variación absoluta	2019	1.100
25120 Lleida	Variación absoluta	2018	529
25120 Lleida	Variación absoluta	2017	-817
25120 Lleida	Variación absoluta	2016	-398
25120 Lleida	Variación absoluta	2015	-634
25120 Lleida	Variación absoluta	2014	-633
25120 Lleida	Variación absoluta	2013	-25
25120 Lleida	Variación absoluta	2012	1.418
25120 Lleida	Variación absoluta	2011	-1.268
25120 Lleida	Variación absoluta	2010	1.468
25120 Lleida	Variación absoluta	2009	4.188
25120 Lleida	Variación absoluta	2008	4.417
25120 Lleida	Variación absoluta	2007	1.637
25120 Lleida	Variación absoluta	2006	968
25120 Lleida	Variación absoluta	2005	4.774
25120 Lleida	Variación absoluta	2004	1.900
25120 Lleida	Variación absoluta	2003	3.035
25120 Lleida	Variación absoluta	2002	1.960
25120 Lleida	Variación absoluta	2001	846
25120 Lleida	Variación absoluta	2000	-13
25120 Lleida	Variación absoluta	1999	0
25120 Lleida	Variación absoluta	1998	172
25120 Lleida	Variación relativa	2020	1,04
25120 Lleida	Variación relativa	2019	0,80
25120 Lleida	Variación relativa	2018	0,39
25120 Lleida	Variación relativa	2017	-0,59
25120 Lleida	Variación relativa	2016	-0,29
25120 Lleida	Variación relativa	2015	-0,46
25120 Lleida	Variación relativa	2014	-0,45
25120 Lleida	Variación relativa	2013	-0,02
25120 Lleida	Variación relativa	2012	1,02
25120 Lleida	Variación relativa	2011	-0,95
25120 Lleida	Variación relativa	2010	1,08
25120 Lleida	Variación relativa	2009	3,18
25120 Lleida	Variación relativa	2008	3,47
25120 Lleida	Variación relativa	2007	1,30
25120 Lleida	Variación relativa	2006	0,78
25120 Lleida	Variación relativa	2005	3,98
25120 Lleida	Variación relativa	2004	1,61
25120 Lleida	Variación relativa	2003	2,64
25120 Lleida	Variación relativa	2002	1,73
25120 Lleida	Variación relativa	2001	0,75
25120 Lleida	Variación relativa	2000	-0,01
25120 Lleida	Variación relativa	1999	0,00
25120 Lleida	Variación relativa	1998	0,15
26089 Logroño	Personas	2020	152.485
26089 Logroño	Personas	2019	151.136
26089 Logroño	Personas	2018	151.113
26089 Logroño	Personas	2017	150.979
26089 Logroño	Personas	2016	150.876
26089 Logroño	Personas	2015	151.344
26089 Logroño	Personas	2014	151.962
26089 Logroño	Personas	2013	153.066
26089 Logroño	Personas	2012	153.402
26089 Logroño	Personas	2011	152.641
26089 Logroño	Personas	2010	152.650
26089 Logroño	Personas	2009	152.107
26089 Logroño	Personas	2008	150.071
26089 Logroño	Personas	2007	145.866
26089 Logroño	Personas	2006	147.036
26089 Logroño	Personas	2005	144.935
26089 Logroño	Personas	2004	141.568
26089 Logroño	Personas	2003	139.615
26089 Logroño	Personas	2002	136.841
26089 Logroño	Personas	2001	131.655
26089 Logroño	Personas	2000	128.493
26089 Logroño	Personas	1999	127.093
26089 Logroño	Personas	1998	125.617
26089 Logroño	Variación absoluta	2020	1.349
26089 Logroño	Variación absoluta	2019	23
26089 Logroño	Variación absoluta	2018	134
26089 Logroño	Variación absoluta	2017	103
26089 Logroño	Variación absoluta	2016	-468
26089 Logroño	Variación absoluta	2015	-618
26089 Logroño	Variación absoluta	2014	-1.104
26089 Logroño	Variación absoluta	2013	-336
26089 Logroño	Variación absoluta	2012	761
26089 Logroño	Variación absoluta	2011	1.029
26089 Logroño	Variación absoluta	2010	543
26089 Logroño	Variación absoluta	2009	2.036
26089 Logroño	Variación absoluta	2008	4.205
26089 Logroño	Variación absoluta	2007	-1.170
26089 Logroño	Variación absoluta	2006	2.101
26089 Logroño	Variación absoluta	2005	3.367
26089 Logroño	Variación absoluta	2004	1.953
26089 Logroño	Variación absoluta	2003	2.774
26089 Logroño	Variación absoluta	2002	5.186
26089 Logroño	Variación absoluta	2001	3.162
26089 Logroño	Variación absoluta	2000	1.400
26089 Logroño	Variación absoluta	1999	1.476
26089 Logroño	Variación absoluta	1998	1.776
26089 Logroño	Variación relativa	2020	0,89
26089 Logroño	Variación relativa	2019	0,02
26089 Logroño	Variación relativa	2018	0,09
26089 Logroño	Variación relativa	2017	0,07
26089 Logroño	Variación relativa	2016	-0,31
26089 Logroño	Variación relativa	2015	-0,41
26089 Logroño	Variación relativa	2014	-0,72
26089 Logroño	Variación relativa	2013	-0,22
26089 Logroño	Variación relativa	2012	0,50
26089 Logroño	Variación relativa	2011	0,75
26089 Logroño	Variación relativa	2010	0,36
26089 Logroño	Variación relativa	2009	1,36
26089 Logroño	Variación relativa	2008	2,88
26089 Logroño	Variación relativa	2007	-0,80
26089 Logroño	Variación relativa	2006	1,45
26089 Logroño	Variación relativa	2005	2,38
26089 Logroño	Variación relativa	2004	1,40
26089 Logroño	Variación relativa	2003	2,03
26089 Logroño	Variación relativa	2002	3,94
26089 Logroño	Variación relativa	2001	2,46
26089 Logroño	Variación relativa	2000	1,10
26089 Logroño	Variación relativa	1999	1,18
26089 Logroño	Variación relativa	1998	1,43
27028 Lugo	Personas	2020	98.519
27028 Lugo	Personas	2019	98.276
27028 Lugo	Personas	2018	98.025
27028 Lugo	Personas	2017	97.995
27028 Lugo	Personas	2016	98.268
27028 Lugo	Personas	2015	98.134
27028 Lugo	Personas	2014	98.560
27028 Lugo	Personas	2013	98.761
27028 Lugo	Personas	2012	98.457
27028 Lugo	Personas	2011	98.007
27028 Lugo	Personas	2010	97.635
27028 Lugo	Personas	2009	96.678
27028 Lugo	Personas	2008	95.416
27028 Lugo	Personas	2007	93.853
27028 Lugo	Personas	2006	93.450
27028 Lugo	Personas	2005	92.271
27028 Lugo	Personas	2004	91.426
27028 Lugo	Personas	2003	91.158
27028 Lugo	Personas	2002	89.509
27028 Lugo	Personas	2001	88.901
27028 Lugo	Personas	2000	88.235
27028 Lugo	Personas	1999	87.480
27028 Lugo	Personas	1998	86.620
27028 Lugo	Variación absoluta	2020	243
27028 Lugo	Variación absoluta	2019	251
27028 Lugo	Variación absoluta	2018	30
27028 Lugo	Variación absoluta	2017	-273
27028 Lugo	Variación absoluta	2016	134
27028 Lugo	Variación absoluta	2015	-426
27028 Lugo	Variación absoluta	2014	-201
27028 Lugo	Variación absoluta	2013	304
27028 Lugo	Variación absoluta	2012	450
27028 Lugo	Variación absoluta	2011	-9
27028 Lugo	Variación absoluta	2010	957
27028 Lugo	Variación absoluta	2009	1.262
27028 Lugo	Variación absoluta	2008	1.563
27028 Lugo	Variación absoluta	2007	403
27028 Lugo	Variación absoluta	2006	1.179
27028 Lugo	Variación absoluta	2005	845
27028 Lugo	Variación absoluta	2004	268
27028 Lugo	Variación absoluta	2003	1.649
27028 Lugo	Variación absoluta	2002	608
27028 Lugo	Variación absoluta	2001	666
27028 Lugo	Variación absoluta	2000	755
27028 Lugo	Variación absoluta	1999	860
27028 Lugo	Variación absoluta	1998	1.446
27028 Lugo	Variación relativa	2020	0,25
27028 Lugo	Variación relativa	2019	0,26
27028 Lugo	Variación relativa	2018	0,03
27028 Lugo	Variación relativa	2017	-0,28
27028 Lugo	Variación relativa	2016	0,14
27028 Lugo	Variación relativa	2015	-0,43
27028 Lugo	Variación relativa	2014	-0,20
27028 Lugo	Variación relativa	2013	0,31
27028 Lugo	Variación relativa	2012	0,46
27028 Lugo	Variación relativa	2011	-0,01
27028 Lugo	Variación relativa	2010	0,99
27028 Lugo	Variación relativa	2009	1,32
27028 Lugo	Variación relativa	2008	1,67
27028 Lugo	Variación relativa	2007	0,43
27028 Lugo	Variación relativa	2006	1,28
27028 Lugo	Variación relativa	2005	0,92
27028 Lugo	Variación relativa	2004	0,29
27028 Lugo	Variación relativa	2003	1,84
27028 Lugo	Variación relativa	2002	0,68
27028 Lugo	Variación relativa	2001	0,75
27028 Lugo	Variación relativa	2000	0,86
27028 Lugo	Variación relativa	1999	0,99
27028 Lugo	Variación relativa	1998	1,70
28079 Madrid	Personas	2020	3.334.730
28079 Madrid	Personas	2019	3.266.126
28079 Madrid	Personas	2018	3.223.334
28079 Madrid	Personas	2017	3.182.981
28079 Madrid	Personas	2016	3.165.541
28079 Madrid	Personas	2015	3.141.991
28079 Madrid	Personas	2014	3.165.235
28079 Madrid	Personas	2013	3.207.247
28079 Madrid	Personas	2012	3.233.527
28079 Madrid	Personas	2011	3.265.038
28079 Madrid	Personas	2010	3.273.049
28079 Madrid	Personas	2009	3.255.944
28079 Madrid	Personas	2008	3.213.271
28079 Madrid	Personas	2007	3.132.463
28079 Madrid	Personas	2006	3.128.600
28079 Madrid	Personas	2005	3.155.359
28079 Madrid	Personas	2004	3.099.834
28079 Madrid	Personas	2003	3.092.759
28079 Madrid	Personas	2002	3.016.788
28079 Madrid	Personas	2001	2.957.058
28079 Madrid	Personas	2000	2.882.860
